standard_type,standard_size,chemical,processing,cooking,freezing,incoterms,packing,price,unit,currency,active_date,day,week,month,quarter,year,month_number,quarter_number
Sú,13/15,Chemical free,PD,Cooked,None,DDP LA,None,19.34,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,13/15,Treated,PD,Cooked in shell,None,DDP LA,10 x 1 kg,16.13,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,13/15,Treated,PD,Cooked in shell,None,FOB,10 x 1 kg,34.84,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,13/15,Treated,PD,Cooked,None,DDP LA,10 x 1 kg,12.15,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,13/15,Treated,PD,Cooked,None,FOB,10 x 1 kg,26.22,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,13/15,Treated,HLSO,None,None,FOB,6 x 2 kg,17.55,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,13/15,Treated,HLSO,None,None,DDP LA,6 x 2 kg,8.15,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,13/15,Treated,HLSO,None,None,FOB,10 x 1 kg,17.66,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,13/15,Treated,HLSO,None,None,DDP LA,10 x 1 kg,8.2,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,13/15,Treated,HLSO,None,FWNC,FOB,10 x 0.9 kg,15.9,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,13/15,Treated,HLSO,None,FWFC,FOB,10 x 0.9 kg,14.6,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,13/15,Treated,HLSO,None,FWNC,FOB,10 x 0.8 kg,14.24,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,13/15,Treated,HLSO,None,FWFC,FOB,10 x 0.8 kg,11.64,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,13/15,Treated,HLSO,None,FWNC,FOB,10 x 0.75 kg,13.46,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,13/15,Treated,HLSO,None,FWFC,FOB,10 x 0.75 kg,10.21,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,13/15,Treated,HLSO,None,FWNC,FOB,10 x 0.7 kg,12.64,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,13/15,Treated,HLSO,None,FWFC,FOB,10 x 0.7 kg,9.17,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,13/15,Treated,HLSO,None,NWNC,FOB,6 x 1 kg,17.75,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,13/15,Chemical free,EZP,Cooked,None,FOB,None,23.36,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,13/15,Treated,PD,Raw,None,FOB,10 x 1 kg,19.93,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,13/15,Treated,PD,Raw,None,DDP LA,10 x 1 kg,9.25,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,13/15,Treated,PD,Raw,None,FOB,6 x 2 kg,19.83,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,15,Chemical free,HOSO,None,None,FOB,6 x 1.3 kg,23.28,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,150/200,Treated,PD,Raw,None,DDP LA,10 x 1 kg,4.45,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,150/200,Treated,PD,Raw,None,FOB,6 x 2 kg,9.42,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,150/200,Treated,HLSO,None,None,FOB,10 x 1 kg,8.34,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,150/200,Treated,PD,Raw,None,FOB,10 x 1 kg,9.53,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,150/200,Treated,HLSO,None,FWNC,FOB,10 x 0.8 kg,6.79,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,150/200,Treated,HLSO,None,FWNC,FOB,10 x 0.75 kg,6.47,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,150/200,Treated,HLSO,None,NWNC,FOB,6 x 1 kg,8.43,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,150/200,Treated,PD,Raw,None,DDP LA,6 x 2 kg,4.4,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,150/200,Treated,PD,Raw,FWNC,FOB,10 x 0.75 kg,7.45,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,150/200,Treated,PD,Raw,FWNC,FOB,10 x 0.7 kg,7.02,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,150/200,Treated,PD,Raw,NWNC,FOB,6 x 1 kg,9.73,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,150/200,Treated,PD,Raw,FWNC,FOB,10 x 0.9 kg,8.68,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,150/200,Treated,PD,Raw,FWNC,FOB,10 x 0.8 kg,7.83,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,150/200,Treated,HLSO,None,None,DDP LA,6 x 2 kg,3.85,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,150/200,Treated,HLSO,None,None,FOB,6 x 2 kg,8.23,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,150/200,Treated,HLSO,None,None,DDP LA,10 x 1 kg,3.9,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,150/200,Treated,HLSO,None,FWNC,FOB,10 x 0.9 kg,7.51,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,160/200,Treated,PTO,Cooked,FWNC,FOB,10 x 0.8 kg,7.91,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,160/200,Treated,PTO,Cooked,FWNC,FOB,10 x 0.7 kg,7.1,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,160/200,Treated,PTO,Cooked,FWNC,FOB,10 x 0.75 kg,7.53,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,160/200,Treated,PTO,Cooked,None,FOB,6 x 2 kg,9.53,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,160/200,Treated,PTO,Cooked,None,DDP LA,6 x 2 kg,4.45,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,160/200,Treated,PTO,Cooked,None,FOB,10 x 1 kg,9.64,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,160/200,Treated,PTO,Cooked,None,DDP LA,10 x 1 kg,4.5,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,160/200,Treated,PTO,Cooked,FWNC,FOB,10 x 0.9 kg,8.78,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,160/200,Treated,PTO,Cooked,NWNC,FOB,6 x 1 kg,9.84,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PTO,Raw,FWNC,FOB,10 x 0.9 kg,13.07,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PD,Cooked in shell,None,DDP LA,10 x 1 kg,11.79,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PD,Cooked in shell,None,FOB,10 x 1 kg,25.43,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Chemical free,HLSO,Raw,None,FOB,None,13.88,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Chemical free,HLSO,Raw,None,DDP LA,None,6.55,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Chemical free,EZP,Raw,None,FOB,None,13.98,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Chemical free,PD,Cooked,None,FOB,None,28.62,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Chemical free,PTO,Cooked,None,DDP LA,None,12.12,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Chemical free,PTO,Cooked,None,FOB,None,25.84,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Chemical free,PD,Raw,None,DDP LA,None,9.67,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Chemical free,PD,Raw,None,FOB,None,20.59,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Chemical free,PTO,Raw,None,DDP LA,None,8.93,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Chemical free,PTO,Raw,None,FOB,None,18.99,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Chemical free,EZP,Raw,None,DDP LA,None,6.59,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PTO,Cooked,None,FOB,10 x 1 kg,17.44,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PTO,Cooked,None,DDP LA,10 x 1 kg,8.1,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PTO,Cooked,None,FOB,6 x 2 kg,17.33,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PTO,Cooked,None,DDP LA,6 x 2 kg,8.05,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PTO,Cooked,FWNC,FOB,10 x 0.9 kg,15.8,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PTO,Cooked,FWFC,FOB,10 x 0.9 kg,14.58,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PTO,Cooked,FWNC,FOB,10 x 0.8 kg,14.15,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PTO,Cooked,FWFC,FOB,10 x 0.8 kg,11.73,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PTO,Cooked,FWNC,FOB,10 x 0.75 kg,13.38,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PTO,Cooked,FWFC,FOB,10 x 0.75 kg,10.54,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PTO,Cooked,FWNC,FOB,10 x 0.7 kg,12.56,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PTO,Cooked,FWFC,FOB,10 x 0.7 kg,9.3,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PTO,Cooked,NWNC,FOB,6 x 1 kg,17.64,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Chemical free,EZP,Cooked,None,FOB,None,17.39,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PD,Cooked,NWNC,FOB,6 x 1 kg,18.51,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PD,Cooked,FWFC,FOB,10 x 0.7 kg,9.78,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PD,Cooked,FWNC,FOB,10 x 0.7 kg,13.17,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PD,Cooked,FWFC,FOB,10 x 0.75 kg,11.08,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PD,Cooked,FWNC,FOB,10 x 0.75 kg,14.03,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PD,Cooked,FWFC,FOB,10 x 0.8 kg,12.33,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PD,Cooked,FWNC,FOB,10 x 0.8 kg,14.85,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PD,Cooked,FWFC,FOB,10 x 0.9 kg,15.32,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PD,Cooked,FWNC,FOB,10 x 0.9 kg,17.48,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PD,Cooked,None,DDP LA,6 x 2 kg,8.45,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PD,Cooked,None,FOB,6 x 2 kg,18.2,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PD,Cooked,None,DDP LA,10 x 1 kg,8.5,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PD,Cooked,None,FOB,10 x 1 kg,18.31,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PD,Cooked in shell,NWNC,FOB,6 x 1 kg,25.65,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PD,Cooked in shell,FWFC,FOB,10 x 0.7 kg,12.49,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PD,Cooked in shell,FWNC,FOB,10 x 0.7 kg,18.19,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PD,Cooked in shell,FWFC,FOB,10 x 0.75 kg,14.02,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PD,Cooked in shell,FWNC,FOB,10 x 0.75 kg,19.41,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PD,Cooked in shell,FWFC,FOB,10 x 0.8 kg,15.48,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PD,Cooked in shell,FWNC,FOB,10 x 0.8 kg,20.57,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PD,Cooked in shell,FWFC,FOB,10 x 0.9 kg,19.78,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PD,Cooked in shell,FWNC,FOB,10 x 0.9 kg,23.0,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PD,Cooked in shell,None,DDP LA,6 x 2 kg,11.73,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PD,Cooked in shell,None,FOB,6 x 2 kg,25.3,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,HLSO,None,None,FOB,6 x 2 kg,13.22,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,HLSO,None,None,DDP LA,6 x 2 kg,6.15,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,HLSO,None,None,FOB,10 x 1 kg,13.33,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,HLSO,None,None,DDP LA,10 x 1 kg,6.2,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,HLSO,None,FWNC,FOB,10 x 0.9 kg,12.0,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,HLSO,None,FWFC,FOB,10 x 0.9 kg,11.13,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,HLSO,None,FWNC,FOB,10 x 0.8 kg,10.77,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,HLSO,None,FWFC,FOB,10 x 0.8 kg,9.04,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,HLSO,None,FWNC,FOB,10 x 0.75 kg,10.21,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,HLSO,None,FWFC,FOB,10 x 0.75 kg,8.18,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,HLSO,None,FWNC,FOB,10 x 0.7 kg,9.6,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,HLSO,None,FWFC,FOB,10 x 0.7 kg,7.27,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,HLSO,None,NWNC,FOB,6 x 1 kg,13.42,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Chemical free,EZP,Cooked,None,DDP LA,None,8.18,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PTO,Cooked in shell,None,FOB,10 x 1 kg,22.7,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PTO,Cooked in shell,None,DDP LA,10 x 1 kg,10.52,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PTO,Cooked in shell,None,FOB,6 x 2 kg,22.59,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PTO,Cooked in shell,None,DDP LA,6 x 2 kg,10.47,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PTO,Cooked in shell,FWNC,FOB,10 x 0.9 kg,20.53,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PTO,Cooked in shell,FWFC,FOB,10 x 0.9 kg,17.66,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PTO,Cooked in shell,FWNC,FOB,10 x 0.8 kg,18.36,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PTO,Cooked in shell,FWFC,FOB,10 x 0.8 kg,13.83,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PTO,Cooked in shell,FWNC,FOB,10 x 0.75 kg,17.33,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PTO,Cooked in shell,FWFC,FOB,10 x 0.75 kg,12.52,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PTO,Cooked in shell,FWNC,FOB,10 x 0.7 kg,16.24,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PTO,Cooked in shell,FWFC,FOB,10 x 0.7 kg,11.16,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Chemical free,PD,Cooked,None,DDP LA,None,13.41,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,EZP,None,None,FOB,6 x 2 kg,12.46,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,EZP,None,None,DDP LA,6 x 2 kg,5.8,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,EZP,None,None,FOB,10 x 1 kg,12.57,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,EZP,None,None,DDP LA,10 x 1 kg,5.85,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,EZP,None,FWNC,FOB,10 x 0.9 kg,11.31,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,EZP,None,FWFC,FOB,10 x 0.9 kg,10.62,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,EZP,None,FWNC,FOB,10 x 0.8 kg,10.17,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,EZP,None,FWFC,FOB,10 x 0.8 kg,8.78,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,EZP,None,FWNC,FOB,10 x 0.75 kg,9.64,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,EZP,None,FWFC,FOB,10 x 0.75 kg,7.94,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,EZP,None,FWNC,FOB,10 x 0.7 kg,9.07,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,EZP,None,None,None,10 x 0.7 kg,7.04,None,s,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,EZP,None,NWNC,FOB,6 x 1 kg,12.66,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PD,Raw,NWNC,FOB,6 x 1 kg,15.58,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PD,Raw,FWFC,FOB,10 x 0.7 kg,8.49,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PD,Raw,FWNC,FOB,10 x 0.7 kg,11.12,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PD,Raw,FWFC,FOB,10 x 0.75 kg,9.48,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PD,Raw,FWNC,FOB,10 x 0.75 kg,11.84,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PD,Raw,FWFC,FOB,10 x 0.8 kg,10.43,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PD,Raw,FWNC,FOB,10 x 0.8 kg,12.51,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PTO,Raw,None,FOB,10 x 1 kg,14.41,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PTO,Raw,None,DDP LA,10 x 1 kg,6.7,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PTO,Raw,None,FOB,6 x 2 kg,14.3,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PTO,Raw,None,DDP LA,6 x 2 kg,6.65,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PTO,Raw,FWFC,FOB,10 x 0.9 kg,12.07,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PTO,Raw,FWNC,FOB,10 x 0.8 kg,11.73,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PTO,Raw,FWFC,FOB,10 x 0.8 kg,9.73,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Sú,16/20,Treated,PTO,Raw,FWNC,FOB,10 x 0.75 kg,11.11,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
