standard_type,standard_size,chemical,processing,cooking,freezing,incoterms,packing,price,unit,currency,active_date,day,week,month,quarter,year,month_number,quarter_number
Thẻ chân trắng,51/60,Treated,HLSO,None,None,FOB,6 x 2 kg,7.91,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked,NWNC,FOB,6 x 1 kg,9.95,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked,FWFC,FOB,10 x 0.7 kg,6.9,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked,FWNC,FOB,10 x 0.7 kg,7.17,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked,FWFC,FOB,10 x 0.75 kg,7.37,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked,FWNC,FOB,10 x 0.75 kg,7.61,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked,FWFC,FOB,10 x 0.8 kg,7.78,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked,FWNC,FOB,10 x 0.8 kg,8.0,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked,FWFC,FOB,10 x 0.9 kg,8.74,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked,FWNC,FOB,10 x 0.9 kg,8.87,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked,None,DDP LA,6 x 2 kg,4.5,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Cooked,NWNC,FOB,6 x 1 kg,10.71,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Cooked,FWFC,FOB,10 x 0.7 kg,7.43,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Cooked,FWNC,FOB,10 x 0.7 kg,7.71,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Cooked,FWFC,FOB,10 x 0.75 kg,7.94,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Cooked,FWNC,FOB,10 x 0.75 kg,8.18,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Cooked,FWFC,FOB,10 x 0.8 kg,8.39,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Cooked,FWNC,FOB,10 x 0.8 kg,8.61,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Cooked,FWFC,FOB,10 x 0.9 kg,9.43,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Cooked,FWNC,FOB,10 x 0.9 kg,9.56,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Cooked,None,DDP LA,6 x 2 kg,4.85,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Cooked,None,FOB,6 x 2 kg,10.4,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Cooked,None,DDP LA,10 x 1 kg,4.9,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Cooked,None,FOB,10 x 1 kg,10.51,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked,None,FOB,6 x 2 kg,9.64,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked,None,DDP LA,10 x 1 kg,4.55,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked,None,FOB,10 x 1 kg,9.75,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Raw,None,FOB,10 x 1 kg,9.1,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Raw,None,DDP LA,10 x 1 kg,4.25,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Raw,None,FOB,6 x 2 kg,8.99,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Raw,None,DDP LA,6 x 2 kg,4.2,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Raw,FWNC,FOB,10 x 0.9 kg,8.29,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Raw,FWFC,FOB,10 x 0.9 kg,8.09,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Raw,FWNC,FOB,10 x 0.8 kg,7.48,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Raw,FWFC,FOB,10 x 0.8 kg,7.18,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Raw,FWNC,FOB,10 x 0.75 kg,7.12,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Raw,FWFC,FOB,10 x 0.75 kg,6.8,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Raw,FWNC,FOB,10 x 0.7 kg,6.72,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Raw,FWFC,FOB,10 x 0.7 kg,6.37,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Raw,NWNC,FOB,6 x 1 kg,9.3,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked in shell,NWNC,FOB,6 x 1 kg,11.37,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Chemical free,EZP,Cooked,None,DDP LA,None,4.59,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Chemical free,EZP,Cooked,None,FOB,None,9.67,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Chemical free,PD,Cooked,None,DDP LA,None,6.19,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked in shell,FWFC,FOB,10 x 0.7 kg,7.25,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked in shell,FWNC,FOB,10 x 0.7 kg,8.17,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked in shell,FWFC,FOB,10 x 0.75 kg,7.82,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked in shell,FWNC,FOB,10 x 0.75 kg,8.68,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked in shell,FWFC,FOB,10 x 0.8 kg,8.33,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked in shell,FWNC,FOB,10 x 0.8 kg,9.14,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked in shell,FWFC,FOB,10 x 0.9 kg,9.46,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked in shell,FWNC,FOB,10 x 0.9 kg,10.16,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked in shell,None,DDP LA,6 x 2 kg,5.16,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked in shell,None,FOB,6 x 2 kg,11.06,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked in shell,None,DDP LA,10 x 1 kg,5.21,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked in shell,None,FOB,10 x 1 kg,11.17,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,60,Chemical free,HOSO,None,None,FOB,6 x 1.3 kg,6.47,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,60/70,Chemical free,HOSO,None,FWNC,None,10 x 0.9 kg,5.04,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,60/70,Chemical free,HOSO,None,FWNC,None,10 x 0.8 kg,4.62,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,60/70,Chemical free,HOSO,None,FWFC,None,10 x 0.8 kg,4.35,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,60/70,Chemical free,HOSO,None,FWNC,None,10 x 0.75 kg,4.43,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,60/70,Chemical free,HOSO,None,FWFC,None,10 x 0.75 kg,4.13,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,60/70,Chemical free,HOSO,None,FWFC,None,10 x 0.9 kg,4.88,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,60/70,Chemical free,HOSO,None,FWNC,None,10 x 0.7 kg,4.2,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,60/70,Chemical free,HOSO,None,FWFC,None,10 x 0.7 kg,3.88,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,60/70,Chemical free,HOSO,None,FWNC,None,10 x 0.5 kg,3.18,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,60/70,Chemical free,HOSO,None,NWNC,None,10 x 1 kg,5.51,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,60/70,Chemical free,HOSO,None,FWNC,None,10 x 0.4 kg,2.72,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PTO,Raw,FWNC,FOB,10 x 0.8 kg,6.7,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PTO,Raw,FWFC,FOB,10 x 0.9 kg,7.34,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PTO,Raw,FWNC,FOB,10 x 0.9 kg,7.41,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PTO,Raw,None,DDP LA,6 x 2 kg,3.75,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PTO,Raw,None,FOB,6 x 2 kg,8.02,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PTO,Raw,None,DDP LA,10 x 1 kg,3.8,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PTO,Raw,None,FOB,10 x 1 kg,8.12,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,HLSO,None,None,FOB,6 x 2 kg,7.58,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,HLSO,None,None,DDP LA,6 x 2 kg,3.55,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,HLSO,None,None,FOB,10 x 1 kg,7.69,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,HLSO,None,None,DDP LA,10 x 1 kg,3.6,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,HLSO,None,FWNC,FOB,10 x 0.9 kg,6.92,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,HLSO,None,FWFC,FOB,10 x 0.9 kg,6.85,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,HLSO,None,FWNC,FOB,10 x 0.8 kg,6.27,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,HLSO,None,FWFC,FOB,10 x 0.8 kg,6.11,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,HLSO,None,FWNC,FOB,10 x 0.75 kg,5.91,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,HLSO,None,FWFC,FOB,10 x 0.75 kg,5.8,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,HLSO,None,FWNC,FOB,10 x 0.7 kg,5.66,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,HLSO,None,FWFC,FOB,10 x 0.7 kg,5.43,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,HLSO,None,NWNC,FOB,6 x 1 kg,7.78,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Cooked in shell,NWNC,FOB,6 x 1 kg,12.41,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Cooked in shell,FWFC,FOB,10 x 0.7 kg,7.94,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Cooked in shell,FWNC,FOB,10 x 0.7 kg,8.92,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Cooked in shell,FWFC,FOB,10 x 0.75 kg,8.49,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Cooked in shell,FWNC,FOB,10 x 0.75 kg,9.47,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Cooked in shell,FWFC,FOB,10 x 0.8 kg,9.02,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Cooked in shell,FWNC,FOB,10 x 0.8 kg,9.97,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Chemical free,PTO,Raw,None,DDP LA,None,4.7,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Chemical free,PTO,Raw,None,FOB,None,9.91,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Chemical free,EZP,Raw,None,DDP LA,None,3.88,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Chemical free,EZP,Raw,None,FOB,None,8.16,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Chemical free,HLSO,Raw,None,DDP LA,None,3.79,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Chemical free,HLSO,Raw,None,FOB,None,7.96,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Cooked in shell,FWFC,FOB,10 x 0.9 kg,10.28,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Cooked in shell,FWNC,FOB,10 x 0.9 kg,11.08,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Cooked in shell,None,DDP LA,6 x 2 kg,5.62,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Cooked in shell,None,FOB,6 x 2 kg,12.06,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Cooked in shell,None,DDP LA,10 x 1 kg,5.68,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Cooked in shell,None,FOB,10 x 1 kg,12.18,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PTO,Cooked,None,DDP LA,6 x 2 kg,4.4,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PTO,Cooked,FWNC,FOB,10 x 0.9 kg,8.68,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PTO,Cooked,FWFC,FOB,10 x 0.9 kg,8.6,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PTO,Cooked,FWNC,FOB,10 x 0.8 kg,7.83,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Raw,NWNC,FOB,6 x 1 kg,8.97,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Raw,FWFC,FOB,10 x 0.7 kg,6.26,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Raw,FWNC,FOB,10 x 0.7 kg,6.49,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Raw,FWFC,FOB,10 x 0.75 kg,6.69,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Raw,FWNC,FOB,10 x 0.75 kg,6.88,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Raw,FWFC,FOB,10 x 0.8 kg,7.07,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Raw,FWNC,FOB,10 x 0.8 kg,7.22,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Raw,FWFC,FOB,10 x 0.9 kg,7.92,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Raw,FWNC,FOB,10 x 0.9 kg,8.0,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Raw,None,DDP LA,6 x 2 kg,4.05,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Raw,None,FOB,6 x 2 kg,8.67,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Raw,None,DDP LA,10 x 1 kg,4.1,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PTO,Cooked,FWNC,FOB,10 x 0.7 kg,7.02,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PTO,Cooked,FWFC,FOB,10 x 0.7 kg,6.8,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Cooked,FWNC,FOB,10 x 0.75 kg,8.02,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Cooked,FWFC,FOB,10 x 0.75 kg,7.83,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Cooked,FWNC,FOB,10 x 0.7 kg,7.55,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PTO,Cooked in shell,FWFC,FOB,10 x 0.75 kg,7.58,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Cooked,FWFC,FOB,10 x 0.7 kg,7.33,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Cooked,NWNC,FOB,6 x 1 kg,10.49,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PTO,Raw,NWNC,FOB,6 x 1 kg,8.32,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PTO,Raw,FWFC,FOB,10 x 0.7 kg,5.81,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PTO,Raw,FWNC,FOB,10 x 0.7 kg,6.04,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PTO,Raw,FWFC,FOB,10 x 0.75 kg,6.2,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Chemical free,PTO,Cooked,None,FOB,None,12.06,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Chemical free,PD,Raw,None,DDP LA,None,4.93,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Chemical free,PD,Raw,None,FOB,None,10.41,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PTO,Raw,FWNC,FOB,10 x 0.75 kg,6.39,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PTO,Raw,FWFC,FOB,10 x 0.8 kg,6.55,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PTO,Cooked in shell,FWNC,FOB,10 x 0.8 kg,8.9,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PTO,Cooked in shell,FWFC,FOB,10 x 0.9 kg,9.18,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PTO,Cooked in shell,FWNC,FOB,10 x 0.9 kg,9.89,USD/kg,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PTO,Cooked in shell,None,DDP LA,6 x 2 kg,5.02,USD/lb,USD,2019-09-12,2019/9/12,2019/9/36,2019/9,2019/3,2019,9,3
