standard_type,standard_size,cts_specification,ring_oz_specification,chemical,cooking,incoterms,packing,price,unit,active_date,week,month,quarter,year,month_number,quarter_number
Sú,51/60,16X14,11+3,Chemical free,Cooked,FOB Toronto,Ring,6.03,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,16X14,11+3,Chemical free,Cooked,FOB Vancouver,Ring,5.92,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,16X14,11+3,Chemical free,Cooked,DDP Atlanta,Ring,6.18,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,16X14,11+3,Chemical free,Cooked,DDP LA,Ring,6.05,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,16X14,11+3,Chemical free,Cooked,DDP New York,Ring,6.08,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,16X14,11+3,Chemical free,Cooked,DDP Atlanta,Ring,6.32,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,16X14,11+3,Chemical free,Cooked,DDP LA,Ring,6.19,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,16X14,11+3,Chemical free,Cooked,DDP New York,Ring,6.22,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,16X14,11+3,Chemical free,Cooked,FOB Toronto,Ring,6.16,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,16X14,11+3,Chemical free,Cooked,FOB Vancouver,Ring,6.05,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,8X40,32+8,Treated,Cooked,FOB Toronto,Ring,16.09,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,8X40,32+8,Treated,Cooked,DDP Atlanta,Ring,16.49,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,8X40,32+8,Treated,Cooked,DDP LA,Ring,16.26,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,8X40,32+8,Treated,Cooked,DDP Atlanta,Ring,16.59,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,8X40,32+8,Treated,Cooked,DDP LA,Ring,16.36,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,8X40,32+8,Treated,Cooked,FOB Toronto,Ring,16.18,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,8X40,32+8,Chemical free,Cooked,FOB Toronto,Ring,17.22,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,8X40,32+8,Chemical free,Cooked,DDP Atlanta,Ring,17.65,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,8X40,32+8,Chemical free,Cooked,DDP LA,Ring,17.42,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,8X40,32+8,Chemical free,Cooked,DDP Atlanta,Ring,18.04,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,8X40,32+8,Chemical free,Cooked,DDP LA,Ring,17.81,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,8X40,32+8,Chemical free,Cooked,FOB Toronto,Ring,17.59,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,8X16,12+4,Treated,Cooked,FOB Toronto,Ring,6.29,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,8X16,12+4,Treated,Cooked,FOB Vancouver,Ring,6.09,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,8X16,12+4,Treated,Cooked,DDP Atlanta,Ring,6.46,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,8X16,12+4,Treated,Cooked,DDP LA,Ring,6.22,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,8X16,12+4,Treated,Cooked,DDP New York,Ring,6.28,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,8X16,12+4,Treated,Cooked,DDP Atlanta,Ring,6.5,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,8X16,12+4,Treated,Cooked,DDP LA,Ring,6.26,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,8X16,12+4,Treated,Cooked,DDP New York,Ring,6.32,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,8X16,12+4,Treated,Cooked,FOB Toronto,Ring,6.33,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,8X16,12+4,Treated,Cooked,FOB Vancouver,Ring,6.13,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,8X16,12+4,Chemical free,Cooked,FOB Toronto,Ring,6.72,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,8X16,12+4,Chemical free,Cooked,FOB Vancouver,Ring,6.52,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,8X16,12+4,Chemical free,Cooked,DDP Atlanta,Ring,6.9,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,8X16,12+4,Chemical free,Cooked,DDP LA,Ring,6.66,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,8X16,12+4,Chemical free,Cooked,DDP New York,Ring,6.72,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,8X16,12+4,Chemical free,Cooked,DDP Atlanta,Ring,7.04,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,8X16,12+4,Chemical free,Cooked,DDP LA,Ring,6.8,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,8X16,12+4,Chemical free,Cooked,DDP New York,Ring,6.86,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,8X16,12+4,Chemical free,Cooked,FOB Toronto,Ring,6.86,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,8X16,12+4,Chemical free,Cooked,FOB Vancouver,Ring,6.66,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,8X10,6+4,Treated,Cooked,FOB Toronto,Ring,3.51,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,8X10,6+4,Treated,Cooked,FOB Toronto,Ring,3.53,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,8X10,6+4,Chemical free,Cooked,FOB Toronto,Ring,3.73,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,8X10,6+4,Chemical free,Cooked,FOB Toronto,Ring,3.8,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,12X16,14+2,Treated,Cooked,FOB Toronto,Ring,7.03,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,12X16,14+2,Treated,Cooked,DDP Atlanta,Ring,7.22,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,12X16,14+2,Treated,Cooked,DDP New York,Ring,7.07,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,12X16,14+2,Treated,Cooked,DDP Atlanta,Ring,7.27,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,12X16,14+2,Treated,Cooked,DDP New York,Ring,7.12,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,12X16,14+2,Treated,Cooked,FOB Toronto,Ring,7.08,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,12X16,14+2,Chemical free,Cooked,FOB Toronto,Ring,7.53,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,12X16,14+2,Chemical free,Cooked,DDP Atlanta,Ring,7.73,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,12X16,14+2,Chemical free,Cooked,DDP New York,Ring,7.58,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,12X16,14+2,Chemical free,Cooked,DDP Atlanta,Ring,7.9,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,12X16,14+2,Chemical free,Cooked,DDP New York,Ring,7.75,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,12X16,14+2,Chemical free,Cooked,FOB Toronto,Ring,7.69,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,6X32,24+8,Treated,Cooked,FOB Toronto,Ring,12.41,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,6X32,24+8,Treated,Cooked,FOB Vancouver,Ring,12.06,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,6X32,24+8,Treated,Cooked,DDP Atlanta,Ring,12.73,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,6X32,24+8,Treated,Cooked,DDP LA,Ring,12.31,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,6X32,24+8,Treated,Cooked,DDP New York,Ring,12.42,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,6X32,24+8,Treated,Cooked,DDP Atlanta,Ring,12.8,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,6X32,24+8,Treated,Cooked,DDP LA,Ring,12.38,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,6X32,24+8,Treated,Cooked,DDP New York,Ring,12.49,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,6X32,24+8,Treated,Cooked,FOB Toronto,Ring,12.48,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,6X32,24+8,Treated,Cooked,FOB Vancouver,Ring,12.13,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,6X32,24+8,Chemical free,Cooked,FOB Toronto,Ring,13.26,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,6X32,24+8,Chemical free,Cooked,FOB Vancouver,Ring,12.91,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,6X32,24+8,Chemical free,Cooked,DDP Atlanta,Ring,13.6,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,6X32,24+8,Chemical free,Cooked,DDP LA,Ring,13.18,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,6X32,24+8,Chemical free,Cooked,DDP New York,Ring,13.29,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,6X32,24+8,Chemical free,Cooked,DDP Atlanta,Ring,13.89,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,6X32,24+8,Chemical free,Cooked,DDP LA,Ring,13.47,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,6X32,24+8,Chemical free,Cooked,DDP New York,Ring,13.58,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,6X32,24+8,Chemical free,Cooked,FOB Toronto,Ring,13.54,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,6X32,24+8,Chemical free,Cooked,FOB Vancouver,Ring,13.19,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,6X32,25+7,Treated,Cooked,FOB Toronto,Ring,12.52,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,6X32,25+7,Treated,Cooked,FOB Vancouver,Ring,12.28,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,6X32,25+7,Treated,Cooked,DDP Atlanta,Ring,12.84,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,6X32,25+7,Treated,Cooked,DDP LA,Ring,12.55,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,6X32,25+7,Treated,Cooked,DDP New York,Ring,12.63,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,6X32,25+7,Treated,Cooked,DDP Atlanta,Ring,12.92,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,6X32,25+7,Treated,Cooked,DDP LA,Ring,12.63,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,6X32,25+7,Treated,Cooked,DDP New York,Ring,12.71,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,6X32,25+7,Treated,Cooked,FOB Toronto,Ring,12.59,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,6X32,25+7,Treated,Cooked,FOB Vancouver,Ring,12.35,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,6X32,25+7,Chemical free,Cooked,FOB Toronto,Ring,13.4,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,6X32,25+7,Chemical free,Cooked,FOB Vancouver,Ring,13.16,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,6X32,25+7,Chemical free,Cooked,DDP Atlanta,Ring,13.75,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,6X32,25+7,Chemical free,Cooked,DDP LA,Ring,13.46,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,6X32,25+7,Chemical free,Cooked,DDP New York,Ring,13.54,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,6X32,25+7,Chemical free,Cooked,DDP Atlanta,Ring,14.05,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,6X32,25+7,Chemical free,Cooked,DDP LA,Ring,13.76,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,6X32,25+7,Chemical free,Cooked,DDP New York,Ring,13.84,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,6X32,25+7,Chemical free,Cooked,FOB Toronto,Ring,13.7,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,6X32,25+7,Chemical free,Cooked,FOB Vancouver,Ring,13.46,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,8X11,7+4,Treated,Cooked,FOB Toronto,Ring,3.94,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,8X11,7+4,Treated,Cooked,FOB Vancouver,Ring,3.82,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,8X11,7+4,Treated,Cooked,DDP Atlanta,Ring,4.0,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,8X11,7+4,Treated,Cooked,DDP Atlanta,Ring,4.02,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,8X11,7+4,Treated,Cooked,FOB Toronto,Ring,3.96,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,8X11,7+4,Treated,Cooked,FOB Vancouver,Ring,3.84,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,8X11,7+4,Chemical free,Cooked,FOB Toronto,Ring,4.19,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,8X11,7+4,Chemical free,Cooked,FOB Vancouver,Ring,4.07,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,8X11,7+4,Chemical free,Cooked,DDP Atlanta,Ring,4.25,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,8X11,7+4,Chemical free,Cooked,DDP Atlanta,Ring,4.34,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,8X11,7+4,Chemical free,Cooked,FOB Toronto,Ring,4.27,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,8X11,7+4,Chemical free,Cooked,FOB Vancouver,Ring,4.15,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,12X12,8+4,Treated,Cooked,FOB Toronto,Ring,4.6,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,12X12,8+4,Treated,Cooked,FOB Vancouver,Ring,4.5,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,12X12,8+4,Treated,Cooked,DDP Atlanta,Ring,4.71,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,12X12,8+4,Treated,Cooked,DDP LA,Ring,4.6,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,12X12,8+4,Treated,Cooked,DDP New York,Ring,4.63,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,12X12,8+4,Treated,Cooked,DDP Atlanta,Ring,4.74,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,12X12,8+4,Treated,Cooked,DDP LA,Ring,4.63,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,12X12,8+4,Treated,Cooked,DDP New York,Ring,4.66,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,12X12,8+4,Treated,Cooked,FOB Toronto,Ring,4.62,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,12X12,8+4,Treated,Cooked,FOB Vancouver,Ring,4.52,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,12X12,8+4,Chemical free,Cooked,FOB Toronto,Ring,4.88,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,12X12,8+4,Chemical free,Cooked,FOB Vancouver,Ring,4.78,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,12X12,8+4,Chemical free,Cooked,DDP Atlanta,Ring,5.0,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,12X12,8+4,Chemical free,Cooked,DDP LA,Ring,4.89,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,12X12,8+4,Chemical free,Cooked,DDP New York,Ring,4.92,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,12X12,8+4,Chemical free,Cooked,DDP Atlanta,Ring,5.1,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,12X12,8+4,Chemical free,Cooked,DDP LA,Ring,4.99,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,12X12,8+4,Chemical free,Cooked,DDP New York,Ring,5.02,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,12X12,8+4,Chemical free,Cooked,FOB Toronto,Ring,4.98,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,12X12,8+4,Chemical free,Cooked,FOB Vancouver,Ring,4.88,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,16X18,14+4,Treated,Cooked,FOB Toronto,Ring,7.14,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,16X18,14+4,Treated,Cooked,FOB Vancouver,Ring,6.99,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,16X18,14+4,Treated,Cooked,DDP Atlanta,Ring,7.32,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,16X18,14+4,Treated,Cooked,DDP LA,Ring,7.14,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,16X18,14+4,Treated,Cooked,DDP New York,Ring,7.19,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,16X18,14+4,Treated,Cooked,DDP Atlanta,Ring,7.37,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,16X18,14+4,Treated,Cooked,DDP LA,Ring,7.19,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,16X18,14+4,Treated,Cooked,DDP New York,Ring,7.24,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,16X18,14+4,Treated,Cooked,FOB Toronto,Ring,7.18,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,16X18,14+4,Treated,Cooked,FOB Vancouver,Ring,7.03,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,16X18,14+4,Chemical free,Cooked,FOB Toronto,Ring,7.64,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,16X18,14+4,Chemical free,Cooked,FOB Vancouver,Ring,7.49,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,16X18,14+4,Chemical free,Cooked,DDP Atlanta,Ring,7.83,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,16X18,14+4,Chemical free,Cooked,DDP LA,Ring,7.65,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,16X18,14+4,Chemical free,Cooked,DDP New York,Ring,7.7,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,16X18,14+4,Chemical free,Cooked,DDP Atlanta,Ring,8.0,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,16X18,14+4,Chemical free,Cooked,DDP LA,Ring,7.82,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,16X18,14+4,Chemical free,Cooked,DDP New York,Ring,7.87,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,16X18,14+4,Chemical free,Cooked,FOB Toronto,Ring,7.8,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,16X18,14+4,Chemical free,Cooked,FOB Vancouver,Ring,7.65,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,4X32,24+8,Treated,Cooked,FOB Toronto,Ring,12.48,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,4X32,24+8,Treated,Cooked,FOB Vancouver,Ring,12.11,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,4X32,24+8,Treated,Cooked,DDP Atlanta,Ring,12.81,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,4X32,24+8,Treated,Cooked,DDP LA,Ring,12.37,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,4X32,24+8,Treated,Cooked,DDP New York,Ring,12.49,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,4X32,24+8,Treated,Cooked,DDP Atlanta,Ring,12.88,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,4X32,24+8,Treated,Cooked,DDP LA,Ring,12.44,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,4X32,24+8,Treated,Cooked,DDP New York,Ring,12.56,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,4X32,24+8,Treated,Cooked,FOB Toronto,Ring,12.55,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,4X32,24+8,Treated,Cooked,FOB Vancouver,Ring,12.18,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,4X32,24+8,Chemical free,Cooked,FOB Toronto,Ring,13.21,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,4X32,24+8,Chemical free,Cooked,FOB Vancouver,Ring,12.84,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,4X32,24+8,Chemical free,Cooked,DDP Atlanta,Ring,13.55,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,4X32,24+8,Chemical free,Cooked,DDP LA,Ring,13.11,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,4X32,24+8,Chemical free,Cooked,DDP New York,Ring,13.23,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,4X32,24+8,Chemical free,Cooked,DDP Atlanta,Ring,13.84,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,4X32,24+8,Chemical free,Cooked,DDP LA,Ring,13.4,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
